lr_bull,entropy_coef_bull,lr_bear,entropy_coef_bear,lr_sideways,entropy_coef_sideways,final_portfolio_value
0.00026663099972129247,0.04284709261868258,0.00024086278856848585,0.07191503101547732,9.59926247515686e-06,0.07800277619120793,129410.88642682096
6.635119445083346e-05,0.05796942970226102,1.9050287104581614e-05,0.04010175566612037,1.797355639508693e-05,0.03241508933795411,110754.90794893337
3.086871520042577e-05,0.06947551771852692,0.00015410076665458075,0.06317920176870505,7.594765276659941e-06,0.008372648456358435,152357.7551071346
0.00026586450702070986,0.04278634908378196,3.940587682425831e-05,0.049208477679234246,3.0240765568406563e-05,0.035772891880902186,84712.85540042366
6.829987298679003e-05,0.065472130746982,5.5924595764226596e-05,0.02345128751822862,9.462166221930939e-05,0.07659959501929951,80664.41797898726
0.00035810375732855737,0.002798195504294899,2.2274759951625928e-05,0.015408224184684675,1.4261754674358807e-06,0.08898656996067712,103607.25479732105
0.00031677974839835213,0.06934032436025145,0.00010556665253909878,0.04642680557366681,1.3704442897802276e-05,0.030254945395354546,121036.60334214632
9.876829861079054e-05,0.06832629134230998,0.0006813924975719216,0.010892895223970904,9.794529426654057e-06,0.023283592998597863,101272.37701397993
7.476895754268588e-05,0.07515429937886349,9.157654530766864e-05,0.07977284088958812,3.6762570355927553e-06,0.04334182392266679,139766.89867236128
1.0459590919027703e-05,0.0340795982010828,0.00023908042155386614,0.08693692898411816,3.4324770611691697e-06,0.045674791685725594,92615.68397825175
1e-05,0.08386445816235842,1.1237401684022349e-05,0.08445342184645757,8.36916757343502e-06,0.054243460063151006,80680.53595694684
3.3050486625160595e-05,0.06954987421054179,0.00015395711876899513,0.0634331566304666,7.540988968867256e-06,0.014836599825008649,79235.75437241436
4.7851333054038314e-05,0.08082702778151474,8.065926687317715e-05,0.0009454817471298062,1.390756839481109e-06,0.035204953190241965,120125.37538640105
4.0706487817795333e-05,0.0756050428227733,0.00025474052460130797,0.03699317069728424,3.6764782974590646e-06,0.04391456297146043,118023.13879390495
3.2824849829706914e-05,0.06951930598953746,8.984060793251838e-05,0.022437133257816336,7.584340474866583e-06,0.008320593310158622,93337.92096995427
0.00022861166268857257,0.07145497991342345,0.000472453339815204,0.08888134118128252,3.8526132045440995e-06,0.04286294206704192,109599.60088704617
0.00017083492294567006,0.08453091738341734,1.4402149984719603e-05,0.01610009394256528,4.342097329209349e-06,0.04174084928759913,107549.96470409182
2.2349528071678645e-05,0.07428958629381258,0.00017997937043824248,0.06202120491338118,1.1791342892666466e-05,0.00633458779586369,91063.60335791393
0.00013164528296471555,0.06970211309294254,5.4790448246855e-05,0.02563764911316114,3.119523262791405e-06,0.04330318320741311,80086.41406728438
0.00019293184367136546,0.03534453877022389,0.0002667801884142397,0.07212569126658082,3.256896932157353e-05,0.07669383143155624,83211.30299008092
0.00017989714338273336,0.0752444587729948,0.0006486025905284513,0.0713141640530836,3.5750314936877114e-06,0.04276822323987393,103299.04877362947
0.0006078907759397093,0.08968080886692714,1.0974822104882586e-05,0.0487240150774421,3.670883750345826e-06,0.044754159196973044,105493.69208453671
7.553441726313825e-05,0.09781959325808844,4.090262062350985e-05,0.09134801127481203,3.7359393112623266e-06,0.09595650811003134,130792.34337717648
3.053937051598416e-05,0.07960222654165737,0.0004357532544475042,0.015008835416776995,7.611115061904069e-06,0.09220440960019974,84466.03788661202
2.2667020695547156e-05,0.018943530637597877,1.880473232769916e-05,0.09274254856033562,4.02329898973101e-06,0.06905084308366038,88028.31422912989
0.0009962654598847348,0.0015172452081008818,9.335445723929611e-05,0.008642136012659887,3.7176097352250046e-06,0.09556431399196531,170192.4958810731
0.000691723267721614,0.02897330178550774,0.00010006516905948673,0.050025333488531026,3.815844510298188e-06,0.07608263245526356,118688.52069036491
2.7768566471144327e-05,0.07461692200418311,6.46493763700674e-05,0.09613909965527309,3.5886119124204026e-06,0.08208316724274034,129904.14840224505
2.2979938508914058e-05,0.04478848658007439,3.200604142175078e-05,0.058264239138083096,3.549899237448197e-06,0.04073030040117849,132461.3300360771
0.00019337483326850748,0.03756727207506171,4.965638410354689e-05,0.007339600798500857,9.809081453066657e-06,0.08027418540246196,108115.98561477171
0.0004409149304399577,0.09220611431184644,0.00029019011312250774,0.0885080389866184,8.928875421772418e-06,0.0887987526248328,85039.10122413706
2.460089531429006e-05,0.06603329383424374,7.807657137433182e-05,0.0008151879650809338,3.692148142060167e-06,0.08930594223795696,162526.0839599512
1.353485066754198e-05,0.05017414126536068,7.814666641141274e-05,0.040157434272820515,3.692486138515017e-06,0.05597872017332326,92631.6736773837
0.001,0.0,0.0006315847717007127,0.0,3.651388858486626e-06,0.09175675986088236,93075.41541927595
0.00022828726783861758,0.031579023838185914,7.714854623324355e-05,0.016922156231975613,3.6931732459956634e-06,0.05757685218004375,79016.75165101435
0.0006822657597841552,0.061424277340865543,9.025233873382567e-05,0.022671666073700594,3.7035210118221237e-06,0.0927542043706542,117978.1207509468
1.6264956261591385e-05,0.045295764768855905,7.292067146902292e-05,0.0050742687923216396,3.701427436960386e-06,0.09129146459041478,88020.68647050751
0.00016387152973739282,0.07884267956720942,7.11638148694582e-05,0.028442037529475807,3.6770836922487846e-06,0.0737818305197213,109895.53020700425
0.00013057055723026756,0.004384961478693038,7.253297552115577e-05,0.061839375172619164,3.6802665779446805e-06,0.06021272017479449,119932.08047234845
0.0007283112479275727,0.05442042224499186,6.969451882329489e-05,0.055369425876250426,3.6695950802824244e-06,0.05926397458202257,113944.17841242408
0.000567902438926795,0.07044585735780871,8.010558875460657e-05,0.049761077400435616,3.6921121691257723e-06,0.047649525175428926,102729.59539584046
8.902315829883554e-05,0.00903432215174844,5.892399970952098e-05,0.05965958215327788,3.647551386738868e-06,0.09636382214032874,79613.52778720575
9.856609938784952e-05,0.054387258414773924,9.009651535711809e-05,0.03340597459188072,3.7205702387089554e-06,0.09952949026860347,98361.11075427369
0.00042758882160708777,0.030919147785477403,8.269324082663446e-05,0.007209391159375216,3.707109543598399e-06,0.09496442479686597,134799.96718940415
0.0009598709299051884,0.05735768615415239,9.402535688363339e-05,0.08882678630231848,3.7253767719675916e-06,0.07662574534181812,142653.16856699693
0.0005879822753544742,0.05489794748742254,9.465561544477244e-05,0.03870536811400524,3.700110199021959e-06,0.09773179307047238,105012.5888513493
0.0006799506619773026,0.02274678354206207,9.432463038851026e-05,0.05617541920099779,3.708088142170438e-06,0.0943899804651837,122461.75207757388
0.00032863441420493376,0.029129838807138948,9.440721866428943e-05,0.03846492063286777,3.7038601262452726e-06,0.05355173011632594,113291.93691077005
0.0001733130638022817,0.0035800903747839063,9.430438109953525e-05,0.06892698095709962,3.705399442194889e-06,0.07135721393568877,91526.91858981916
0.00033227782382977774,0.026287844281896067,0.00010246640056094415,0.01767854114957348,3.7577271060019515e-06,0.04600445330203205,113549.13053563448
